date,검역,제주,경남,경북,전남,전북,충남,충북,강원,경기,세종,울산,대전,광주,인천,대구,부산,서울
2020-07-23,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,9.0,3.0,0.0,2.0,12.0
2020-07-24,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,21.0
2020-07-25,81.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,11.0
2020-07-26,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0
2020-07-27,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
2020-07-28,10.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
2020-07-29,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,9.0
2020-07-30,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2020-07-31,12.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
2020-08-01,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
2020-08-02,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0
2020-08-03,14.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2020-08-04,7.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0
2020-08-05,6.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0
2020-08-06,6.0,0.0,1.0,4.0,2.0,0.0,2.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0
2020-08-07,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2020-08-08,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,17.0
2020-08-09,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,13.0
2020-08-10,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0
2020-08-11,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0
2020-08-12,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,1.0,6.0,0.0,0.0,4.0,15.0
2020-08-13,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,17.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,26.0
2020-08-14,7.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,47.0,0.0,1.0,0.0,2.0,4.0,0.0,5.0,32.0
2020-08-15,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,72.0,0.0,0.0,1.0,1.0,6.0,0.0,3.0,74.0
2020-08-16,0.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,98.0,0.0,3.0,0.0,7.0,9.0,1.0,7.0,146.0
2020-08-17,2.0,0.0,0.0,2.0,0.0,1.0,4.0,3.0,1.0,70.0,0.0,0.0,2.0,7.0,7.0,1.0,7.0,90.0
2020-08-18,6.0,0.0,0.0,3.0,0.0,7.0,5.0,1.0,2.0,52.0,0.0,3.0,0.0,4.0,18.0,6.0,7.0,132.0
2020-08-19,2.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0,6.0,99.0,2.0,0.0,0.0,6.0,8.0,2.0,9.0,151.0
2020-08-20,2.0,0.0,3.0,5.0,3.0,6.0,5.0,1.0,5.0,85.0,1.0,0.0,8.0,1.0,10.0,3.0,15.0,135.0
2020-08-21,3.0,0.0,4.0,6.0,6.0,5.0,13.0,3.0,9.0,103.0,3.0,1.0,7.0,5.0,18.0,4.0,8.0,126.0
2020-08-22,4.0,2.0,9.0,4.0,7.0,4.0,7.0,2.0,16.0,95.0,1.0,3.0,5.0,11.0,22.0,9.0,3.0,128.0
2020-08-23,4.0,0.0,9.0,2.0,14.0,0.0,10.0,3.0,15.0,125.0,0.0,3.0,15.0,17.0,32.0,6.0,2.0,140.0
2020-08-24,4.0,0.0,1.0,6.0,7.0,4.0,8.0,10.0,6.0,85.0,3.0,1.0,10.0,1.0,20.0,0.0,3.0,97.0
2020-08-25,3.0,3.0,2.0,1.0,1.0,4.0,9.0,2.0,8.0,72.0,3.0,0.0,11.0,4.0,15.0,5.0,3.0,134.0
2020-08-26,3.0,2.0,5.0,0.0,13.0,7.0,12.0,0.0,18.0,98.0,0.0,2.0,7.0,7.0,27.0,3.0,4.0,112.0
2020-08-27,3.0,1.0,8.0,4.0,13.0,2.0,15.0,1.0,14.0,102.0,0.0,2.0,3.0,39.0,59.0,13.0,8.0,154.0
2020-08-28,8.0,2.0,4.0,1.0,12.0,2.0,9.0,5.0,3.0,113.0,2.0,1.0,3.0,17.0,27.0,8.0,8.0,146.0
2020-08-29,5.0,1.0,12.0,1.0,9.0,0.0,8.0,6.0,0.0,104.0,0.0,0.0,4.0,16.0,20.0,6.0,6.0,125.0
2020-08-30,7.0,2.0,7.0,3.0,8.0,0.0,8.0,5.0,2.0,80.0,1.0,3.0,6.0,2.0,13.0,30.0,6.0,116.0
2020-08-31,3.0,6.0,1.0,2.0,5.0,1.0,9.0,1.0,3.0,79.0,1.0,5.0,7.0,9.0,14.0,4.0,4.0,94.0
2020-09-01,4.0,1.0,3.0,9.0,4.0,0.0,7.0,1.0,4.0,63.0,0.0,6.0,8.0,4.0,22.0,2.0,3.0,94.0
2020-09-02,3.0,1.0,1.0,4.0,3.0,0.0,7.0,1.0,2.0,84.0,0.0,5.0,14.0,10.0,11.0,13.0,7.0,101.0
2020-09-03,3.0,0.0,0.0,0.0,6.0,0.0,7.0,1.0,4.0,64.0,0.0,8.0,4.0,6.0,16.0,3.0,4.0,69.0
2020-09-04,4.0,0.0,3.0,4.0,1.0,0.0,21.0,4.0,3.0,56.0,0.0,3.0,4.0,11.0,3.0,7.0,4.0,70.0
2020-09-05,4.0,1.0,8.0,1.0,0.0,2.0,4.0,4.0,3.0,51.0,0.0,1.0,2.0,8.0,14.0,5.0,10.0,50.0
2020-09-06,4.0,0.0,6.0,2.0,3.0,1.0,2.0,2.0,5.0,47.0,0.0,1.0,5.0,7.0,12.0,5.0,2.0,63.0
2020-09-07,4.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,31.0,0.0,3.0,5.0,9.0,1.0,2.0,9.0,48.0
2020-09-08,4.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,31.0,1.0,3.0,4.0,13.0,2.0,2.0,1.0,67.0
2020-09-09,4.0,0.0,1.0,0.0,1.0,1.0,8.0,1.0,0.0,55.0,2.0,4.0,8.0,17.0,1.0,2.0,2.0,49.0
2020-09-10,4.0,2.0,1.0,3.0,2.0,1.0,12.0,3.0,2.0,50.0,0.0,4.0,11.0,5.0,5.0,1.0,1.0,48.0
2020-09-11,9.0,2.0,0.0,2.0,2.0,0.0,14.0,1.0,0.0,47.0,0.0,5.0,11.0,8.0,8.0,1.0,3.0,63.0
2020-09-12,10.0,1.0,3.0,2.0,1.0,1.0,6.0,0.0,3.0,32.0,0.0,1.0,7.0,3.0,8.0,4.0,4.0,50.0
2020-09-13,7.0,0.0,3.0,2.0,0.0,2.0,11.0,0.0,1.0,32.0,0.0,7.0,2.0,3.0,3.0,14.0,3.0,31.0
2020-09-14,5.0,0.0,1.0,1.0,0.0,1.0,8.0,0.0,0.0,30.0,0.0,1.0,1.0,3.0,10.0,4.0,3.0,41.0
2020-09-15,5.0,3.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,39.0,0.0,0.0,3.0,1.0,9.0,0.0,4.0,32.0
2020-09-16,2.0,0.0,3.0,2.0,0.0,5.0,2.0,2.0,0.0,26.0,0.0,0.0,1.0,2.0,9.0,4.0,4.0,51.0
2020-09-17,2.0,0.0,3.0,6.0,1.0,0.0,10.0,0.0,0.0,54.0,0.0,0.0,2.0,1.0,7.0,2.0,2.0,63.0
2020-09-18,2.0,2.0,4.0,5.0,0.0,8.0,6.0,3.0,0.0,37.0,0.0,0.0,2.0,0.0,6.0,2.0,2.0,47.0
2020-09-19,1.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,0.0,41.0,0.0,0.0,2.0,0.0,11.0,2.0,2.0,40.0
2020-09-20,6.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,26.0,0.0,1.0,2.0,0.0,3.0,2.0,6.0,28.0
2020-09-21,10.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,2.0,1.0,2.0,1.0,8.0,23.0
2020-09-22,2.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,20.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,21.0
2020-09-23,6.0,0.0,0.0,6.0,0.0,1.0,5.0,2.0,1.0,30.0,0.0,2.0,0.0,2.0,5.0,3.0,7.0,40.0
2020-09-24,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,48.0,3.0,0.0,1.0,0.0,10.0,1.0,7.0,39.0
2020-09-25,6.0,0.0,1.0,6.0,0.0,3.0,1.0,3.0,1.0,27.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,57.0
2020-09-26,9.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,26.0
2020-09-27,11.0,0.0,1.0,6.0,1.0,2.0,2.0,2.0,0.0,21.0,1.0,0.0,0.0,2.0,9.0,0.0,3.0,34.0
2020-09-28,7.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0
2020-09-29,9.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0
2020-09-30,5.0,0.0,0.0,6.0,0.0,3.0,5.0,0.0,0.0,26.0,0.0,1.0,2.0,3.0,4.0,2.0,5.0,51.0
2020-10-01,6.0,0.0,0.0,5.0,1.0,0.0,3.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,30.0
2020-10-02,6.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,11.0
2020-10-03,14.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,2.0,0.0,7.0,0.0,8.0,26.0
2020-10-04,9.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,1.0,2.0,1.0,6.0,2.0,5.0,16.0
2020-10-05,2.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,27.0,1.0,4.0,1.0,0.0,5.0,1.0,5.0,19.0
2020-10-06,5.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,35.0,0.0,1.0,3.0,0.0,4.0,0.0,3.0,15.0
2020-10-07,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,53.0,1.0,1.0,2.0,0.0,6.0,1.0,2.0,33.0
2020-10-08,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,7.0,0.0,5.0,0.0,5.0,20.0
2020-10-09,6.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,22.0
2020-10-10,5.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,8.0,1.0,3.0,25.0
2020-10-11,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,21.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,23.0
2020-10-12,9.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,29.0,0.0,0.0,13.0,1.0,3.0,0.0,4.0,31.0
2020-10-13,21.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,38.0,0.0,0.0,10.0,2.0,0.0,1.0,1.0,20.0
2020-10-14,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,1.0,4.0,0.0,8.0,0.0,2.0,23.0
2020-10-15,-5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,11.0,0.0,55.0,25.0
2020-10-16,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,17.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,18.0
2020-10-17,5.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,32.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,18.0
2020-10-18,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,20.0
2020-10-19,12.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,18.0,0.0,0.0,2.0,2.0,5.0,0.0,15.0,14.0
2020-10-20,3.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,3.0,28.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,11.0
2020-10-21,22.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,24.0,0.0,1.0,4.0,1.0,6.0,0.0,10.0,17.0
2020-10-22,7.0,0.0,0.0,1.0,0.0,2.0,11.0,0.0,2.0,67.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,18.0
2020-10-23,8.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,103.0,0.0,0.0,0.0,6.0,5.0,5.0,0.0,20.0
2020-10-24,6.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,35.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,22.0
2020-10-25,9.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,27.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,17.0
2020-10-26,17.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,67.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,20.0
2020-10-27,5.0,0.0,5.0,0.0,3.0,0.0,1.0,1.0,6.0,35.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,24.0
2020-10-28,2.0,0.0,3.0,5.0,0.0,3.0,1.0,0.0,14.0,31.0,0.0,0.0,7.0,0.0,10.0,2.0,0.0,25.0
2020-10-29,9.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,58.0,0.0,2.0,0.0,2.0,5.0,3.0,0.0,36.0
2020-10-30,4.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,6.0,32.0,0.0,2.0,0.0,0.0,3.0,10.0,0.0,48.0
2020-10-31,25.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,27.0,3.0,0.0,0.0,0.0,3.0,9.0,2.0,51.0
2020-11-01,14.0,0.0,2.0,0.0,3.0,0.0,9.0,1.0,3.0,38.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,45.0
2020-11-02,7.0,0.0,1.0,1.0,2.0,0.0,11.0,2.0,1.0,41.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,25.0
2020-11-03,12.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,27.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,22.0
2020-11-04,11.0,1.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,43.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,42.0
2020-11-05,6.0,0.0,5.0,0.0,0.0,0.0,23.0,2.0,1.0,27.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,50.0
2020-11-06,11.0,0.0,13.0,1.0,0.0,1.0,25.0,0.0,7.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
2020-11-07,8.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,4.0,21.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,37.0
2020-11-08,14.0,0.0,10.0,2.0,4.0,0.0,9.0,2.0,9.0,25.0,0.0,1.0,1.0,2.0,3.0,7.0,0.0,54.0
2020-11-09,11.0,0.0,4.0,1.0,2.0,4.0,10.0,4.0,11.0,22.0,0.0,0.0,0.0,1.0,2.0,6.0,2.0,46.0
2020-11-10,8.0,0.0,2.0,1.0,2.0,0.0,4.0,2.0,3.0,33.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,35.0
2020-11-11,8.0,0.0,11.0,0.0,1.0,1.0,7.0,2.0,9.0,53.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,45.0
2020-11-12,9.0,1.0,4.0,1.0,8.0,0.0,9.0,1.0,6.0,35.0,0.0,1.0,2.0,6.0,2.0,3.0,2.0,53.0
2020-11-13,14.0,1.0,3.0,0.0,9.0,0.0,8.0,1.0,23.0,47.0,1.0,0.0,0.0,5.0,4.0,1.0,0.0,74.0
2020-11-14,21.0,0.0,4.0,0.0,13.0,4.0,11.0,0.0,18.0,49.0,1.0,0.0,2.0,8.0,1.0,0.0,4.0,69.0
2020-11-15,18.0,0.0,3.0,2.0,9.0,2.0,5.0,8.0,19.0,45.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,85.0
2020-11-16,23.0,1.0,4.0,14.0,10.0,1.0,6.0,3.0,20.0,42.0,1.0,0.0,3.0,4.0,10.0,0.0,0.0,81.0
2020-11-17,8.0,0.0,3.0,3.0,16.0,0.0,9.0,0.0,13.0,52.0,1.0,0.0,1.0,18.0,13.0,3.0,0.0,89.0
2020-11-18,50.0,0.0,9.0,16.0,15.0,0.0,7.0,0.0,5.0,87.0,0.0,3.0,1.0,9.0,12.0,2.0,5.0,92.0
2020-11-19,39.0,0.0,28.0,8.0,28.0,2.0,13.0,4.0,20.0,64.0,0.0,0.0,1.0,8.0,12.0,2.0,5.0,109.0
2020-11-20,23.0,2.0,18.0,10.0,14.0,13.0,15.0,2.0,24.0,73.0,0.0,0.0,0.0,4.0,30.0,1.0,2.0,132.0
2020-11-21,9.0,0.0,11.0,8.0,19.0,14.0,21.0,1.0,15.0,93.0,0.0,1.0,1.0,7.0,22.0,1.0,7.0,156.0
2020-11-22,20.0,0.0,19.0,6.0,13.0,12.0,13.0,0.0,13.0,75.0,0.0,1.0,0.0,8.0,27.0,1.0,1.0,121.0
2020-11-23,5.0,1.0,2.0,4.0,5.0,9.0,9.0,0.0,12.0,76.0,1.0,1.0,3.0,1.0,23.0,2.0,5.0,112.0
2020-11-24,10.0,1.0,3.0,9.0,7.0,15.0,8.0,3.0,46.0,81.0,2.0,2.0,0.0,3.0,17.0,3.0,6.0,133.0
2020-11-25,7.0,3.0,11.0,3.0,8.0,8.0,18.0,3.0,13.0,82.0,0.0,3.0,4.0,14.0,40.0,5.0,18.0,142.0
2020-11-26,12.0,3.0,45.0,2.0,9.0,16.0,16.0,8.0,8.0,183.0,4.0,7.0,1.0,14.0,19.0,1.0,22.0,213.0
2020-11-27,31.0,3.0,39.0,3.0,11.0,24.0,31.0,20.0,9.0,117.0,3.0,7.0,5.0,13.0,25.0,0.0,24.0,204.0
2020-11-28,-11.0,2.0,14.0,5.0,7.0,9.0,17.0,24.0,33.0,126.0,0.0,3.0,13.0,16.0,24.0,1.0,28.0,177.0
2020-11-29,17.0,1.0,15.0,11.0,19.0,17.0,13.0,23.0,19.0,100.0,3.0,0.0,6.0,8.0,22.0,3.0,22.0,150.0
2020-11-30,-51.0,1.0,20.0,4.0,5.0,16.0,5.0,21.0,8.0,70.0,1.0,3.0,5.0,13.0,33.0,4.0,52.0,167.0
2020-12-01,14.0,1.0,11.0,11.0,2.0,9.0,16.0,32.0,9.0,96.0,2.0,3.0,10.0,22.0,16.0,11.0,31.0,155.0
2020-12-02,6.0,2.0,7.0,5.0,1.0,26.0,8.0,16.0,12.0,144.0,7.0,10.0,5.0,10.0,23.0,4.0,32.0,193.0
2020-12-03,13.0,1.0,13.0,11.0,2.0,9.0,14.0,10.0,8.0,141.0,4.0,2.0,7.0,3.0,22.0,3.0,15.0,262.0
2020-12-04,18.0,2.0,16.0,9.0,3.0,14.0,23.0,5.0,3.0,160.0,0.0,5.0,21.0,1.0,17.0,6.0,31.0,295.0
