일자2,강원,경기,경남,경북,광주,대구,대전,부산,서울,세종,울산,인천,전남,전북,제주,충남,충북,합계
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,21.0,101.0,65.0,774.0,13.0,4006.0,15.0,93.0,99.0,1.0,23.0,9.0,5.0,7.0,3.0,82.0,11.0,5328.0
2020-03-05,2.0,9.0,9.0,87.0,1.0,321.0,1.0,-1.0,4.0,0.0,0.0,0.0,-1.0,0.0,1.0,4.0,1.0,438.0
2020-03-06,2.0,10.0,3.0,123.0,-1.0,367.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,518.0
2020-03-07,1.0,10.0,5.0,65.0,0.0,390.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,483.0
2020-03-08,1.0,11.0,1.0,32.0,0.0,297.0,0.0,1.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,367.0
2020-03-09,1.0,11.0,0.0,26.0,2.0,190.0,1.0,-1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,248.0
2020-03-10,0.0,11.0,0.0,10.0,0.0,92.0,-1.0,0.0,11.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,131.0
2020-03-11,1.0,12.0,1.0,18.0,0.0,131.0,0.0,2.0,52.0,2.0,1.0,12.0,0.0,0.0,0.0,8.0,2.0,242.0
2020-03-12,0.0,3.0,1.0,8.0,0.0,73.0,2.0,1.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,114.0
2020-03-13,0.0,7.0,0.0,4.0,0.0,61.0,2.0,1.0,13.0,17.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,110.0
2020-03-14,0.0,15.0,0.0,6.0,0.0,62.0,0.0,3.0,13.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,107.0
2020-03-15,0.0,11.0,0.0,4.0,1.0,41.0,0.0,3.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,76.0
2020-03-16,0.0,20.0,0.0,7.0,0.0,35.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
2020-03-17,0.0,31.0,1.0,5.0,0.0,32.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,84.0
2020-03-18,1.0,15.0,0.0,9.0,1.0,46.0,0.0,0.0,5.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0,93.0
2020-03-19,0.0,18.0,0.0,12.0,0.0,97.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,152.0
2020-03-20,0.0,14.0,1.0,13.0,1.0,34.0,0.0,1.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,87.0
2020-03-21,0.0,12.0,0.0,40.0,0.0,69.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,147.0
2020-03-22,0.0,16.0,1.0,11.0,1.0,43.0,2.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,98.0
2020-03-23,0.0,14.0,1.0,2.0,0.0,24.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0
2020-03-24,0.0,15.0,1.0,1.0,0.0,31.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,76.0
2020-03-25,1.0,21.0,0.0,5.0,0.0,14.0,0.0,1.0,13.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,100.0
2020-03-26,0.0,14.0,0.0,12.0,0.0,26.0,6.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,104.0
2020-03-27,0.0,11.0,1.0,9.0,1.0,34.0,1.0,1.0,12.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,91.0
2020-03-28,1.0,21.0,0.0,2.0,0.0,71.0,0.0,1.0,18.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,146.0
2020-03-29,2.0,15.0,3.0,2.0,0.0,23.0,3.0,3.0,20.0,2.0,0.0,7.0,1.0,2.0,0.0,1.0,0.0,105.0
2020-03-30,2.0,15.0,1.0,11.0,0.0,14.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,78.0
2020-03-31,0.0,13.0,1.0,2.0,0.0,60.0,2.0,1.0,24.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,125.0
2020-04-01,2.0,23.0,4.0,2.0,4.0,20.0,0.0,3.0,24.0,0.0,0.0,5.0,3.0,1.0,0.0,3.0,0.0,101.0
2020-04-02,1.0,17.0,6.0,2.0,1.0,21.0,0.0,0.0,14.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,89.0
2020-04-03,2.0,23.0,1.0,5.0,1.0,9.0,0.0,0.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,86.0
2020-04-04,1.0,23.0,1.0,1.0,0.0,27.0,0.0,0.0,22.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,94.0
2020-04-05,3.0,10.0,1.0,4.0,1.0,7.0,1.0,0.0,24.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,81.0
2020-04-06,0.0,8.0,2.0,2.0,0.0,13.0,2.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,47.0
2020-04-07,2.0,10.0,1.0,1.0,0.0,13.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0
2020-04-08,2.0,16.0,3.0,3.0,0.0,13.0,0.0,2.0,23.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,92.0
2020-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-10,0.0,9.0,0.0,7.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0
2020-04-11,0.0,9.0,0.0,3.0,0.0,7.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2020-04-12,0.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,32.0
2020-04-13,0.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0
2020-04-14,0.0,8.0,0.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0
2020-04-15,2.0,6.0,0.0,6.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0
2020-04-16,1.0,4.0,0.0,4.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
2020-04-17,0.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0
2020-04-18,1.0,4.0,1.0,2.0,0.0,3.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,18.0
2020-04-19,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0
2020-04-20,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0
2020-04-21,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2020-04-22,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2020-04-23,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2020-04-24,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2020-04-25,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2020-04-26,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
2020-04-27,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0
2020-04-28,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0
2020-04-29,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
2020-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2020-05-01,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0
2020-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
2020-05-03,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2020-05-04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0
2020-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2020-05-07,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
2020-05-08,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0
2020-05-09,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0
2020-05-10,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,34.0
2020-05-11,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,35.0
2020-05-12,0.0,8.0,1.0,1.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0
2020-05-13,0.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,12.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,26.0
2020-05-14,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,3.0,29.0
2020-05-15,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,27.0
2020-05-16,0.0,4.0,0.0,0.0,0.0,1.0,0.0,-30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0
2020-05-17,0.0,0.0,2.0,0.0,0.0,1.0,1.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2020-05-18,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0
2020-05-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0
2020-05-20,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,32.0
2020-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,12.0
2020-05-22,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-23,0.0,13.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
2020-05-24,1.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0
2020-05-25,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0
2020-05-26,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,19.0
2020-05-27,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,19.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,40.0
2020-05-28,0.0,21.0,0.0,1.0,0.0,2.0,0.0,1.0,24.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,79.0
2020-05-29,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,58.0
2020-05-30,1.0,13.0,0.0,0.0,2.0,2.0,0.0,1.0,9.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,39.0
2020-05-31,0.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,27.0
2020-06-01,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,35.0
2020-06-02,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,38.0
2020-06-03,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,49.0
2020-06-04,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,39.0
2020-06-05,0.0,13.0,0.0,2.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,39.0
2020-06-06,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,51.0
2020-06-07,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,57.0
2020-06-08,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,38.0
2020-06-09,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,38.0
2020-06-10,1.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,50.0
2020-06-11,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,45.0
2020-06-12,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56.0
2020-06-13,0.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,48.0
2020-06-14,1.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,34.0
2020-06-15,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,36.0
2020-06-16,0.0,5.0,2.0,0.0,0.0,0.0,3.0,1.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,34.0
2020-06-17,0.0,13.0,0.0,0.0,0.0,1.0,5.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,43.0
2020-06-18,0.0,16.0,0.0,0.0,0.0,1.0,7.0,0.0,25.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,59.0
2020-06-19,0.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,49.0
2020-06-20,0.0,17.0,0.0,1.0,0.0,2.0,5.0,2.0,14.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,67.0
2020-06-21,2.0,10.0,1.0,0.0,1.0,1.0,10.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0
2020-06-22,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,17.0
2020-06-23,0.0,7.0,0.0,0.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,46.0
2020-06-24,1.0,7.0,0.0,1.0,0.0,2.0,8.0,2.0,11.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,51.0
2020-06-25,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0
2020-06-26,1.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,39.0
2020-06-27,0.0,17.0,0.0,0.0,0.0,1.0,2.0,0.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,51.0
2020-06-28,0.0,17.0,0.0,0.0,4.0,0.0,6.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,62.0
2020-06-29,0.0,16.0,1.0,1.0,4.0,2.0,2.0,1.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,42.0
2020-06-30,1.0,7.0,0.0,1.0,3.0,0.0,5.0,1.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,43.0
2020-07-01,0.0,16.0,0.0,0.0,12.0,1.0,4.0,0.0,9.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,-1.0,50.0
2020-07-02,0.0,10.0,0.0,0.0,22.0,3.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,54.0
2020-07-03,0.0,18.0,2.0,1.0,6.0,13.0,4.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,63.0
2020-07-04,0.0,19.0,1.0,1.0,8.0,1.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,63.0
2020-07-05,1.0,8.0,0.0,1.0,16.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,61.0
2020-07-06,1.0,6.0,1.0,1.0,7.0,0.0,2.0,1.0,3.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,46.0
2020-07-07,0.0,13.0,0.0,0.0,6.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,44.0
2020-07-08,0.0,18.0,2.0,1.0,8.0,1.0,2.0,0.0,10.0,0.0,0.0,1.0,1.0,2.0,0.0,6.0,0.0,63.0
2020-07-09,0.0,8.0,2.0,-1.0,15.0,0.0,6.0,0.0,8.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,49.0
2020-07-10,0.0,14.0,3.0,0.0,3.0,0.0,7.0,0.0,8.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,45.0
2020-07-11,0.0,4.0,0.0,0.0,9.0,0.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,35.0
2020-07-12,0.0,17.0,1.0,0.0,5.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0
2020-07-13,2.0,11.0,2.0,0.0,7.0,1.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,62.0
2020-07-14,0.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,33.0
2020-07-15,0.0,5.0,0.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0
2020-07-16,3.0,21.0,1.0,0.0,1.0,2.0,1.0,0.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,61.0
2020-07-17,0.0,15.0,2.0,0.0,5.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,60.0
2020-07-18,0.0,10.0,2.0,0.0,0.0,3.0,0.0,1.0,6.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,39.0
2020-07-19,0.0,4.0,0.0,0.0,10.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0
2020-07-20,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,26.0
2020-07-21,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0
2020-07-22,0.0,15.0,1.0,0.0,4.0,1.0,0.0,0.0,16.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,63.0
2020-07-23,0.0,28.0,0.0,0.0,9.0,0.0,0.0,2.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,59.0
2020-07-24,0.0,8.0,2.0,1.0,2.0,2.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
2020-07-25,0.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,113.0
2020-07-26,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
2020-07-27,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0
2020-07-28,0.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,28.0
2020-07-29,0.0,11.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,48.0
2020-07-30,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2020-07-31,2.0,10.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0
2020-08-01,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0
2020-08-02,0.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2020-08-03,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
2020-08-04,0.0,11.0,0.0,1.0,2.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,34.0
2020-08-05,1.0,7.0,4.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,33.0
2020-08-06,2.0,13.0,1.0,4.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,43.0
2020-08-07,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
2020-08-08,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,43.0
2020-08-09,0.0,15.0,0.0,0.0,2.0,1.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,36.0
2020-08-10,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0
2020-08-11,0.0,13.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,34.0
2020-08-12,0.0,19.0,0.0,0.0,6.0,0.0,1.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
