일자2,강원,경기,경남,경북,광주,대구,대전,부산,서울,세종,울산,인천,전남,전북,제주,충남,충북,합계
2021-01-13,21.0,201.0,42.0,24.0,4.0,13.0,9.0,35.0,151.0,0.0,11.0,22.0,0.0,8.0,1.0,5.0,11.0,561.0
2021-01-14,11.0,171.0,16.0,17.0,31.0,4.0,3.0,40.0,134.0,2.0,10.0,25.0,6.0,3.0,2.0,12.0,18.0,516.0
2021-01-15,13.0,186.0,22.0,23.0,6.0,11.0,3.0,47.0,127.0,4.0,6.0,24.0,14.0,6.0,1.0,6.0,9.0,513.0
2021-01-16,23.0,168.0,20.0,20.0,6.0,23.0,5.0,61.0,156.0,1.0,8.0,33.0,12.0,17.0,4.0,8.0,6.0,579.0
2021-01-17,4.0,175.0,18.0,15.0,15.0,15.0,3.0,34.0,145.0,1.0,18.0,35.0,15.0,5.0,0.0,7.0,7.0,520.0
2021-01-18,16.0,105.0,22.0,18.0,11.0,13.0,2.0,10.0,132.0,2.0,6.0,13.0,4.0,3.0,2.0,11.0,9.0,389.0
2021-01-19,17.0,139.0,11.0,9.0,8.0,16.0,7.0,17.0,101.0,3.0,8.0,19.0,6.0,3.0,1.0,8.0,5.0,386.0
2021-01-20,11.0,139.0,19.0,7.0,11.0,12.0,1.0,13.0,142.0,0.0,3.0,16.0,9.0,2.0,6.0,8.0,3.0,403.0
2021-01-21,8.0,138.0,16.0,8.0,6.0,7.0,0.0,19.0,125.0,1.0,3.0,23.0,14.0,5.0,5.0,10.0,7.0,400.0
2021-01-22,9.0,116.0,21.0,15.0,2.0,6.0,1.0,23.0,113.0,0.0,3.0,9.0,7.0,0.0,2.0,7.0,1.0,344.0
2021-01-23,6.0,117.0,32.0,18.0,7.0,22.0,1.0,33.0,127.0,1.0,2.0,12.0,10.0,7.0,3.0,17.0,4.0,430.0
2021-01-24,11.0,99.0,17.0,8.0,17.0,12.0,0.0,20.0,133.0,11.0,2.0,25.0,1.0,4.0,2.0,9.0,12.0,392.0
2021-01-25,4.0,76.0,11.0,15.0,16.0,15.0,125.0,20.0,102.0,2.0,2.0,14.0,3.0,0.0,0.0,13.0,8.0,437.0
2021-01-26,43.0,78.0,12.0,8.0,12.0,13.0,4.0,27.0,104.0,2.0,0.0,18.0,9.0,1.0,0.0,6.0,7.0,350.0
2021-01-27,18.0,149.0,21.0,11.0,112.0,6.0,1.0,32.0,129.0,4.0,6.0,20.0,12.0,13.0,0.0,4.0,8.0,558.0
2021-01-28,6.0,118.0,19.0,43.0,44.0,11.0,4.0,54.0,105.0,1.0,6.0,41.0,8.0,1.0,0.0,4.0,25.0,497.0
2021-01-29,8.0,136.0,15.0,43.0,54.0,10.0,1.0,34.0,111.0,0.0,2.0,19.0,5.0,6.0,1.0,6.0,9.0,469.0
2021-01-30,3.0,146.0,12.0,22.0,33.0,8.0,2.0,20.0,153.0,0.0,2.0,15.0,1.0,3.0,2.0,9.0,11.0,453.0
2021-01-31,6.0,113.0,18.0,16.0,17.0,10.0,0.0,20.0,99.0,2.0,6.0,21.0,1.0,2.0,1.0,5.0,1.0,355.0
2021-02-01,8.0,92.0,4.0,5.0,32.0,9.0,1.0,15.0,106.0,0.0,1.0,11.0,1.0,3.0,0.0,4.0,6.0,304.0
2021-02-02,7.0,82.0,11.0,10.0,24.0,12.0,0.0,12.0,128.0,0.0,1.0,8.0,3.0,2.0,1.0,5.0,18.0,336.0
2021-02-03,6.0,111.0,8.0,12.0,6.0,9.0,7.0,19.0,188.0,1.0,0.0,21.0,6.0,10.0,1.0,36.0,9.0,467.0
2021-02-04,8.0,134.0,8.0,6.0,12.0,8.0,2.0,26.0,172.0,0.0,2.0,44.0,2.0,1.0,3.0,13.0,4.0,451.0
2021-02-05,5.0,114.0,6.0,7.0,14.0,14.0,0.0,33.0,126.0,0.0,0.0,26.0,0.0,0.0,2.0,13.0,3.0,370.0
2021-02-06,1.0,114.0,12.0,7.0,12.0,18.0,8.0,14.0,143.0,0.0,2.0,25.0,1.0,4.0,6.0,13.0,2.0,393.0
2021-02-07,6.0,112.0,4.0,1.0,10.0,12.0,6.0,9.0,144.0,1.0,1.0,17.0,4.0,0.0,2.0,14.0,1.0,371.0
2021-02-08,4.0,83.0,4.0,6.0,7.0,21.0,4.0,9.0,112.0,1.0,1.0,18.0,0.0,0.0,0.0,10.0,0.0,288.0
2021-02-09,3.0,126.0,7.0,5.0,8.0,9.0,2.0,9.0,90.0,1.0,3.0,16.0,0.0,3.0,2.0,5.0,3.0,303.0
2021-02-10,5.0,169.0,9.0,2.0,14.0,16.0,0.0,19.0,175.0,1.0,0.0,20.0,2.0,2.0,0.0,2.0,2.0,444.0
2021-02-11,11.0,188.0,5.0,1.0,13.0,13.0,3.0,29.0,183.0,0.0,2.0,25.0,0.0,7.0,4.0,1.0,4.0,504.0
2021-02-12,6.0,105.0,4.0,4.0,6.0,12.0,1.0,27.0,158.0,2.0,0.0,43.0,4.0,2.0,4.0,13.0,6.0,403.0
2021-02-13,2.0,99.0,4.0,5.0,3.0,14.0,5.0,27.0,136.0,5.0,2.0,30.0,0.0,5.0,0.0,15.0,5.0,362.0
2021-02-14,5.0,80.0,6.0,5.0,2.0,3.0,2.0,15.0,152.0,2.0,3.0,19.0,2.0,6.0,0.0,12.0,5.0,326.0
2021-02-15,1.0,102.0,3.0,8.0,3.0,13.0,8.0,15.0,150.0,0.0,4.0,12.0,5.0,4.0,0.0,9.0,0.0,343.0
2021-02-16,5.0,134.0,8.0,3.0,2.0,12.0,4.0,19.0,161.0,0.0,7.0,21.0,2.0,5.0,1.0,58.0,7.0,457.0
2021-02-17,3.0,154.0,8.0,15.0,3.0,14.0,7.0,19.0,258.0,2.0,9.0,21.0,15.0,6.0,0.0,75.0,6.0,621.0
2021-02-18,4.0,241.0,7.0,23.0,16.0,9.0,12.0,28.0,185.0,1.0,6.0,17.0,4.0,6.0,5.0,28.0,17.0,621.0
2021-02-19,7.0,189.0,9.0,22.0,4.0,11.0,4.0,16.0,180.0,1.0,12.0,38.0,10.0,3.0,3.0,24.0,18.0,561.0
2021-02-20,5.0,170.0,8.0,19.0,5.0,9.0,2.0,14.0,123.0,0.0,1.0,37.0,10.0,8.0,2.0,12.0,16.0,448.0
2021-02-21,6.0,171.0,7.0,7.0,6.0,8.0,0.0,12.0,130.0,1.0,4.0,21.0,8.0,8.0,3.0,10.0,6.0,416.0
2021-02-22,20.0,121.0,6.0,11.0,5.0,4.0,3.0,12.0,106.0,0.0,1.0,19.0,3.0,4.0,0.0,6.0,7.0,332.0
2021-02-23,14.0,127.0,5.0,8.0,7.0,10.0,1.0,12.0,125.0,1.0,2.0,14.0,6.0,7.0,0.0,8.0,4.0,356.0
2021-02-24,9.0,143.0,8.0,18.0,35.0,19.0,2.0,13.0,144.0,2.0,1.0,18.0,1.0,8.0,2.0,12.0,1.0,440.0
2021-02-25,2.0,138.0,2.0,9.0,15.0,14.0,0.0,18.0,122.0,0.0,2.0,22.0,11.0,5.0,5.0,16.0,4.0,395.0
2021-02-26,6.0,141.0,6.0,6.0,11.0,11.0,6.0,11.0,131.0,1.0,1.0,15.0,5.0,16.0,0.0,3.0,10.0,388.0
2021-02-27,6.0,169.0,1.0,7.0,12.0,5.0,2.0,9.0,131.0,1.0,3.0,27.0,5.0,20.0,1.0,4.0,8.0,414.0
2021-02-28,4.0,141.0,2.0,4.0,14.0,6.0,1.0,5.0,120.0,6.0,5.0,13.0,0.0,7.0,1.0,7.0,10.0,357.0
2021-03-01,5.0,161.0,5.0,13.0,8.0,10.0,0.0,16.0,92.0,1.0,2.0,14.0,2.0,10.0,0.0,4.0,8.0,354.0
2021-03-02,2.0,115.0,5.0,7.0,4.0,14.0,1.0,17.0,123.0,5.0,0.0,11.0,7.0,9.0,5.0,4.0,6.0,344.0
2021-03-03,6.0,227.0,5.0,6.0,3.0,6.0,2.0,8.0,118.0,4.0,1.0,20.0,3.0,5.0,4.0,4.0,19.0,443.0
2021-03-04,6.0,186.0,10.0,7.0,6.0,20.0,3.0,18.0,118.0,0.0,0.0,18.0,1.0,6.0,3.0,4.0,12.0,424.0
2021-03-05,4.0,173.0,3.0,6.0,6.0,3.0,0.0,20.0,129.0,1.0,3.0,13.0,0.0,3.0,2.0,9.0,19.0,398.0
2021-03-06,7.0,173.0,5.0,13.0,3.0,4.0,0.0,12.0,128.0,2.0,4.0,20.0,3.0,4.0,5.0,7.0,22.0,418.0
2021-03-07,10.0,172.0,3.0,13.0,4.0,8.0,1.0,6.0,132.0,2.0,2.0,28.0,6.0,5.0,4.0,6.0,9.0,416.0
2021-03-08,10.0,128.0,1.0,3.0,15.0,6.0,0.0,12.0,100.0,1.0,3.0,15.0,6.0,4.0,3.0,14.0,20.0,346.0
2021-03-09,13.0,188.0,1.0,2.0,33.0,3.0,1.0,19.0,102.0,0.0,11.0,20.0,3.0,8.0,2.0,15.0,21.0,446.0
2021-03-10,20.0,203.0,7.0,4.0,1.0,1.0,3.0,7.0,138.0,0.0,21.0,23.0,3.0,5.0,2.0,6.0,21.0,470.0
2021-03-11,30.0,184.0,8.0,11.0,1.0,4.0,1.0,14.0,138.0,0.0,23.0,18.0,3.0,8.0,2.0,4.0,6.0,465.0
2021-03-12,12.0,166.0,56.0,9.0,2.0,4.0,0.0,15.0,140.0,2.0,5.0,31.0,4.0,4.0,2.0,3.0,27.0,488.0
2021-03-13,18.0,164.0,62.0,14.0,3.0,9.0,1.0,17.0,140.0,0.0,1.0,26.0,1.0,2.0,1.0,9.0,16.0,490.0
2021-03-14,16.0,203.0,53.0,9.0,1.0,6.0,0.0,13.0,112.0,0.0,1.0,20.0,2.0,7.0,1.0,2.0,7.0,459.0
2021-03-15,10.0,161.0,31.0,3.0,1.0,5.0,2.0,4.0,106.0,2.0,2.0,18.0,1.0,5.0,3.0,6.0,9.0,376.0
2021-03-16,13.0,148.0,65.0,4.0,2.0,3.0,1.0,7.0,79.0,0.0,3.0,14.0,1.0,7.0,2.0,4.0,3.0,363.0
2021-03-17,10.0,186.0,45.0,4.0,1.0,14.0,1.0,11.0,120.0,3.0,4.0,21.0,0.0,21.0,1.0,6.0,12.0,469.0
2021-03-18,23.0,159.0,35.0,5.0,1.0,14.0,2.0,7.0,124.0,1.0,5.0,21.0,0.0,15.0,2.0,14.0,8.0,445.0
2021-03-19,31.0,157.0,42.0,4.0,2.0,5.0,7.0,7.0,146.0,0.0,3.0,24.0,0.0,15.0,0.0,5.0,8.0,463.0
2021-03-20,17.0,189.0,31.0,11.0,1.0,16.0,8.0,9.0,115.0,0.0,3.0,12.0,0.0,16.0,1.0,6.0,8.0,453.0
2021-03-21,14.0,157.0,54.0,5.0,2.0,14.0,1.0,19.0,125.0,0.0,7.0,22.0,0.0,11.0,1.0,5.0,10.0,450.0
2021-03-22,21.0,151.0,37.0,11.0,2.0,14.0,0.0,26.0,109.0,0.0,1.0,10.0,2.0,7.0,1.0,11.0,5.0,415.0
2021-03-23,9.0,124.0,29.0,20.0,1.0,3.0,4.0,8.0,100.0,0.0,8.0,13.0,1.0,7.0,0.0,8.0,6.0,349.0
2021-03-24,18.0,154.0,27.0,12.0,2.0,17.0,2.0,17.0,134.0,0.0,2.0,21.0,0.0,5.0,0.0,0.0,6.0,425.0
2021-03-25,27.0,147.0,30.0,10.0,5.0,17.0,3.0,20.0,127.0,0.0,0.0,12.0,1.0,5.0,0.0,4.0,17.0,430.0
2021-03-26,24.0,196.0,37.0,13.0,3.0,14.0,14.0,11.0,121.0,0.0,0.0,29.0,2.0,3.0,3.0,3.0,13.0,489.0
2021-03-27,36.0,145.0,19.0,11.0,5.0,23.0,10.0,33.0,127.0,1.0,5.0,39.0,0.0,5.0,2.0,2.0,39.0,505.0
2021-03-28,19.0,153.0,13.0,7.0,2.0,10.0,8.0,56.0,138.0,0.0,4.0,33.0,1.0,5.0,0.0,8.0,16.0,482.0
2021-03-29,6.0,131.0,20.0,3.0,2.0,10.0,2.0,53.0,107.0,0.0,3.0,18.0,1.0,8.0,1.0,1.0,12.0,382.0
2021-03-30,13.0,117.0,16.0,5.0,1.0,12.0,11.0,43.0,145.0,2.0,3.0,18.0,0.0,25.0,0.0,5.0,28.0,447.0
2021-03-31,16.0,111.0,22.0,6.0,2.0,15.0,7.0,58.0,158.0,17.0,11.0,25.0,0.0,20.0,2.0,8.0,21.0,506.0
2021-04-01,20.0,130.0,21.0,7.0,3.0,7.0,10.0,54.0,199.0,13.0,5.0,20.0,1.0,22.0,2.0,15.0,20.0,551.0
2021-04-02,10.0,160.0,18.0,30.0,1.0,17.0,19.0,38.0,166.0,8.0,7.0,23.0,1.0,15.0,4.0,10.0,19.0,557.0
2021-04-03,17.0,147.0,28.0,17.0,3.0,10.0,19.0,61.0,155.0,10.0,3.0,21.0,1.0,20.0,1.0,10.0,11.0,543.0
2021-04-04,6.0,150.0,14.0,16.0,4.0,15.0,29.0,61.0,149.0,3.0,11.0,22.0,1.0,24.0,2.0,12.0,14.0,543.0
2021-04-05,14.0,111.0,12.0,20.0,0.0,22.0,13.0,48.0,152.0,4.0,1.0,22.0,5.0,16.0,2.0,14.0,7.0,473.0
2021-04-06,15.0,107.0,7.0,25.0,6.0,16.0,22.0,34.0,147.0,0.0,4.0,27.0,15.0,29.0,0.0,6.0,12.0,477.0
2021-04-07,16.0,175.0,25.0,9.0,2.0,16.0,61.0,38.0,198.0,1.0,26.0,48.0,7.0,10.0,3.0,12.0,17.0,668.0
2021-04-08,7.0,230.0,11.0,11.0,0.0,10.0,25.0,52.0,244.0,7.0,13.0,25.0,1.0,24.0,5.0,20.0,8.0,700.0
2021-04-09,3.0,203.0,15.0,7.0,5.0,18.0,26.0,53.0,215.0,5.0,9.0,45.0,11.0,22.0,2.0,18.0,7.0,671.0
2021-04-10,6.0,202.0,46.0,26.0,1.0,5.0,13.0,56.0,201.0,4.0,25.0,24.0,7.0,23.0,7.0,15.0,12.0,677.0
2021-04-11,5.0,186.0,16.0,13.0,0.0,6.0,7.0,45.0,214.0,1.0,11.0,17.0,6.0,40.0,7.0,22.0,10.0,614.0
2021-04-12,6.0,176.0,17.0,15.0,4.0,16.0,17.0,47.0,162.0,5.0,34.0,12.0,3.0,24.0,3.0,18.0,20.0,587.0
2021-04-13,13.0,168.0,15.0,10.0,9.0,9.0,13.0,39.0,158.0,2.0,32.0,16.0,6.0,25.0,0.0,14.0,8.0,542.0
2021-04-14,6.0,238.0,27.0,14.0,5.0,11.0,11.0,49.0,247.0,2.0,30.0,26.0,1.0,11.0,2.0,10.0,29.0,731.0
2021-04-15,18.0,224.0,24.0,19.0,4.0,18.0,10.0,54.0,217.0,3.0,21.0,17.0,11.0,16.0,3.0,4.0,20.0,695.0
2021-04-16,7.0,218.0,44.0,24.0,11.0,4.0,6.0,44.0,216.0,3.0,24.0,12.0,6.0,15.0,3.0,13.0,9.0,673.0
2021-04-17,12.0,209.0,38.0,29.0,4.0,12.0,4.0,35.0,217.0,0.0,26.0,23.0,6.0,16.0,1.0,7.0,12.0,658.0
2021-04-18,19.0,184.0,67.0,28.0,13.0,13.0,5.0,30.0,205.0,2.0,21.0,19.0,2.0,21.0,1.0,22.0,10.0,671.0
2021-04-19,21.0,146.0,35.0,19.0,11.0,24.0,21.0,26.0,136.0,1.0,28.0,11.0,3.0,16.0,2.0,13.0,10.0,531.0
2021-04-20,18.0,189.0,29.0,21.0,4.0,15.0,8.0,29.0,148.0,1.0,21.0,18.0,4.0,3.0,1.0,16.0,14.0,549.0
2021-04-21,15.0,234.0,41.0,16.0,17.0,25.0,17.0,33.0,218.0,1.0,39.0,15.0,4.0,8.0,7.0,8.0,20.0,731.0
2021-04-22,24.0,222.0,58.0,23.0,9.0,24.0,13.0,37.0,230.0,1.0,32.0,14.0,8.0,6.0,4.0,6.0,19.0,735.0
2021-04-23,15.0,298.0,63.0,22.0,16.0,12.0,2.0,33.0,204.0,3.0,38.0,10.0,6.0,9.0,3.0,10.0,30.0,797.0
2021-04-24,9.0,244.0,52.0,32.0,15.0,4.0,10.0,44.0,253.0,1.0,50.0,18.0,1.0,9.0,3.0,14.0,15.0,785.0
2021-04-25,10.0,191.0,45.0,24.0,8.0,14.0,6.0,43.0,175.0,0.0,43.0,15.0,9.0,7.0,3.0,6.0,15.0,644.0
2021-04-26,12.0,150.0,29.0,25.0,15.0,7.0,4.0,25.0,154.0,1.0,13.0,14.0,0.0,6.0,1.0,7.0,16.0,499.0
2021-04-27,2.0,195.0,28.0,22.0,6.0,12.0,8.0,30.0,116.0,2.0,18.0,14.0,2.0,5.0,5.0,14.0,10.0,512.0
2021-04-28,11.0,194.0,55.0,25.0,12.0,29.0,10.0,33.0,257.0,2.0,33.0,20.0,5.0,13.0,3.0,38.0,22.0,769.0
2021-04-29,13.0,182.0,38.0,28.0,8.0,19.0,4.0,40.0,227.0,0.0,46.0,25.0,2.0,9.0,1.0,16.0,10.0,679.0
2021-04-30,4.0,151.0,37.0,29.0,4.0,14.0,31.0,32.0,227.0,1.0,61.0,14.0,5.0,21.0,1.0,12.0,12.0,661.0
2021-05-01,4.0,190.0,43.0,12.0,4.0,12.0,13.0,29.0,195.0,4.0,52.0,13.0,2.0,10.0,7.0,17.0,5.0,627.0
2021-05-02,4.0,145.0,61.0,30.0,15.0,10.0,9.0,33.0,182.0,1.0,52.0,17.0,1.0,12.0,1.0,16.0,11.0,606.0
2021-05-03,10.0,130.0,44.0,32.0,5.0,12.0,5.0,16.0,127.0,4.0,21.0,15.0,24.0,12.0,1.0,10.0,9.0,488.0
2021-05-04,22.0,124.0,36.0,22.0,4.0,10.0,13.0,16.0,184.0,6.0,29.0,13.0,9.0,12.0,8.0,19.0,7.0,541.0
2021-05-05,48.0,168.0,27.0,38.0,8.0,6.0,18.0,23.0,238.0,0.0,22.0,16.0,12.0,6.0,13.0,10.0,11.0,676.0
2021-05-06,12.0,142.0,17.0,22.0,8.0,7.0,18.0,28.0,212.0,1.0,38.0,19.0,10.0,5.0,6.0,15.0,6.0,574.0
2021-05-07,8.0,139.0,32.0,12.0,21.0,9.0,7.0,21.0,179.0,0.0,35.0,14.0,12.0,6.0,12.0,9.0,5.0,525.0
2021-05-08,27.0,194.0,37.0,21.0,5.0,13.0,9.0,27.0,242.0,5.0,48.0,22.0,12.0,5.0,5.0,3.0,9.0,701.0
2021-05-09,7.0,149.0,30.0,19.0,6.0,6.0,2.0,10.0,195.0,1.0,28.0,11.0,24.0,8.0,18.0,10.0,9.0,564.0
2021-05-10,5.0,137.0,16.0,19.0,9.0,4.0,4.0,20.0,141.0,7.0,24.0,13.0,9.0,9.0,14.0,15.0,4.0,463.0
2021-05-11,12.0,137.0,10.0,15.0,24.0,8.0,7.0,14.0,163.0,0.0,19.0,21.0,10.0,12.0,24.0,18.0,4.0,510.0
2021-05-12,17.0,188.0,16.0,7.0,22.0,6.0,8.0,10.0,223.0,1.0,31.0,20.0,17.0,22.0,13.0,10.0,12.0,636.0
2021-05-13,17.0,226.0,32.0,23.0,23.0,5.0,18.0,20.0,227.0,2.0,31.0,17.0,12.0,10.0,9.0,19.0,10.0,715.0
2021-05-14,25.0,173.0,32.0,35.0,11.0,9.0,31.0,24.0,231.0,7.0,26.0,34.0,50.0,14.0,10.0,22.0,4.0,747.0
2021-05-15,12.0,170.0,40.0,19.0,11.0,5.0,10.0,42.0,254.0,3.0,22.0,16.0,26.0,11.0,14.0,12.0,5.0,681.0
2021-05-16,5.0,161.0,45.0,11.0,14.0,6.0,4.0,31.0,213.0,0.0,11.0,15.0,13.0,14.0,9.0,18.0,20.0,610.0
2021-05-17,35.0,150.0,30.0,27.0,27.0,19.0,2.0,12.0,195.0,0.0,16.0,14.0,20.0,9.0,15.0,16.0,23.0,619.0
2021-05-18,25.0,137.0,16.0,23.0,11.0,23.0,12.0,13.0,172.0,4.0,6.0,16.0,12.0,7.0,11.0,15.0,13.0,528.0
2021-05-19,16.0,163.0,16.0,24.0,4.0,23.0,10.0,27.0,249.0,3.0,27.0,23.0,10.0,9.0,4.0,17.0,21.0,653.0
2021-05-20,8.0,187.0,12.0,33.0,15.0,9.0,8.0,17.0,242.0,9.0,25.0,13.0,7.0,7.0,6.0,19.0,13.0,646.0
2021-05-21,7.0,164.0,18.0,11.0,13.0,19.0,15.0,15.0,172.0,1.0,13.0,12.0,17.0,16.0,5.0,41.0,12.0,561.0
2021-05-22,29.0,165.0,21.0,16.0,15.0,56.0,5.0,28.0,208.0,0.0,29.0,15.0,16.0,12.0,7.0,17.0,6.0,666.0
2021-05-23,19.0,151.0,17.0,12.0,9.0,57.0,12.0,15.0,181.0,1.0,24.0,12.0,10.0,14.0,8.0,24.0,9.0,585.0
2021-05-24,20.0,122.0,17.0,12.0,16.0,48.0,11.0,15.0,139.0,14.0,12.0,18.0,14.0,4.0,19.0,31.0,7.0,530.0
2021-05-25,21.0,136.0,14.0,12.0,21.0,29.0,15.0,16.0,138.0,14.0,7.0,11.0,7.0,5.0,17.0,22.0,9.0,516.0
2021-05-26,25.0,189.0,20.0,9.0,21.0,30.0,17.0,22.0,262.0,9.0,15.0,19.0,11.0,6.0,6.0,19.0,13.0,706.0
2021-05-27,7.0,170.0,18.0,12.0,15.0,27.0,23.0,18.0,218.0,8.0,6.0,30.0,16.0,6.0,26.0,17.0,9.0,629.0
2021-05-28,16.0,149.0,21.0,14.0,8.0,24.0,18.0,13.0,214.0,8.0,12.0,26.0,7.0,4.0,7.0,21.0,14.0,587.0
2021-05-29,10.0,139.0,20.0,13.0,9.0,22.0,11.0,14.0,194.0,1.0,8.0,18.0,5.0,6.0,13.0,12.0,22.0,533.0
2021-05-30,17.0,160.0,10.0,9.0,9.0,20.0,7.0,13.0,160.0,6.0,7.0,18.0,9.0,7.0,8.0,7.0,6.0,480.0
2021-05-31,11.0,130.0,16.0,18.0,13.0,31.0,6.0,17.0,130.0,3.0,3.0,12.0,6.0,9.0,7.0,4.0,7.0,430.0
2021-06-01,13.0,116.0,8.0,9.0,5.0,42.0,19.0,28.0,147.0,3.0,2.0,17.0,5.0,6.0,12.0,12.0,11.0,459.0
2021-06-02,14.0,192.0,21.0,12.0,5.0,39.0,23.0,21.0,258.0,3.0,14.0,20.0,10.0,10.0,14.0,7.0,5.0,677.0
2021-06-03,17.0,211.0,23.0,11.0,4.0,74.0,15.0,32.0,215.0,1.0,8.0,22.0,3.0,12.0,12.0,13.0,5.0,681.0
2021-06-04,18.0,209.0,44.0,11.0,7.0,65.0,18.0,14.0,206.0,3.0,15.0,10.0,12.0,3.0,21.0,9.0,22.0,695.0
2021-06-05,14.0,211.0,20.0,10.0,9.0,41.0,31.0,17.0,277.0,4.0,5.0,16.0,14.0,14.0,22.0,10.0,24.0,744.0
2021-06-06,10.0,160.0,17.0,10.0,2.0,46.0,18.0,21.0,179.0,0.0,7.0,23.0,9.0,0.0,19.0,13.0,17.0,556.0
2021-06-07,2.0,151.0,28.0,9.0,4.0,26.0,20.0,12.0,159.0,0.0,10.0,15.0,3.0,3.0,13.0,9.0,11.0,485.0
2021-06-08,5.0,130.0,48.0,7.0,1.0,33.0,22.0,15.0,139.0,0.0,3.0,13.0,8.0,4.0,8.0,4.0,6.0,454.0
